2019-12-27 00:00:00 Launching analysis for 1401383834 with LEAN Engine v2.5.0.0
2024-10-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-10 16:00:00 2024-10-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-11 16:00:00 2024-10-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-14 16:00:00 2024-10-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-15 16:00:00 2024-10-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-16 16:00:00 2024-10-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-17 16:00:00 2024-10-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-18 16:00:00 2024-10-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-21 16:00:00 2024-10-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-22 16:00:00 2024-10-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-23 16:00:00 2024-10-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-24 16:00:00 2024-10-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-25 16:00:00 2024-10-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-28 16:00:00 2024-10-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-29 16:00:00 2024-10-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-30 16:00:00 2024-10-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-31 16:00:00 2024-10-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-01 16:00:00 2024-11-01 10:00:00 >> Monthly rebalancing to target allocations
2024-11-01 16:00:00 2024-11-01 10:00:00 >> Skipping MSFT: No data available.
2024-11-01 16:00:00 2024-11-01 10:00:00 >> Skipping XOM: No data available.
2024-11-01 16:00:00 2024-11-01 10:00:00 >> Skipping GOLD: No data available.
2024-11-01 16:00:00 2024-11-01 10:00:00 >> Skipping NEE: No data available.
2024-11-01 16:00:00 2024-11-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-04 16:00:00 2024-11-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-05 16:00:00 2024-11-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-06 16:00:00 2024-11-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-07 16:00:00 2024-11-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-08 16:00:00 2024-11-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-11 16:00:00 2024-11-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-12 16:00:00 2024-11-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-13 16:00:00 2024-11-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-14 16:00:00 2024-11-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-15 16:00:00 2024-11-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-18 16:00:00 2024-11-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-19 16:00:00 2024-11-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-20 16:00:00 2024-11-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-21 16:00:00 2024-11-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-22 16:00:00 2024-11-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-25 16:00:00 2024-11-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-26 16:00:00 2024-11-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-27 16:00:00 2024-11-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-11-29 13:00:00 2024-11-29 12:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-11-29 13:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-02 16:00:00 2024-12-02 10:00:00 >> Monthly rebalancing to target allocations
2024-12-02 16:00:00 2024-12-02 10:00:00 >> Skipping MSFT: No data available.
2024-12-02 16:00:00 2024-12-02 10:00:00 >> Skipping XOM: No data available.
2024-12-02 16:00:00 2024-12-02 10:00:00 >> Skipping GOLD: No data available.
2024-12-02 16:00:00 2024-12-02 10:00:00 >> Skipping NEE: No data available.
2024-12-02 16:00:00 2024-12-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-03 16:00:00 2024-12-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-04 16:00:00 2024-12-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-05 16:00:00 2024-12-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-06 16:00:00 2024-12-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-09 16:00:00 2024-12-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-10 16:00:00 2024-12-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-11 16:00:00 2024-12-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-12 16:00:00 2024-12-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-13 16:00:00 2024-12-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-16 16:00:00 2024-12-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-17 16:00:00 2024-12-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-18 16:00:00 2024-12-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-19 16:00:00 2024-12-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-20 16:00:00 2024-12-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-23 16:00:00 2024-12-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-24 13:00:00 2024-12-24 12:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-24 13:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-26 16:00:00 2024-12-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-27 16:00:00 2024-12-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-30 16:00:00 2024-12-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-12-31 16:00:00 2024-12-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-12-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-02 16:00:00 2025-01-02 10:00:00 >> Monthly rebalancing to target allocations
2025-01-02 16:00:00 2025-01-02 10:00:00 >> Skipping MSFT: No data available.
2025-01-02 16:00:00 2025-01-02 10:00:00 >> Skipping XOM: No data available.
2025-01-02 16:00:00 2025-01-02 10:00:00 >> Skipping GOLD: No data available.
2025-01-02 16:00:00 2025-01-02 10:00:00 >> Skipping NEE: No data available.
2025-01-02 16:00:00 2025-01-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-03 16:00:00 2025-01-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-06 16:00:00 2025-01-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-07 16:00:00 2025-01-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-08 16:00:00 2025-01-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-10 16:00:00 2025-01-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-13 16:00:00 2025-01-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-14 16:00:00 2025-01-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-15 16:00:00 2025-01-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-16 16:00:00 2025-01-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-17 16:00:00 2025-01-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-21 16:00:00 2025-01-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-22 16:00:00 2025-01-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-23 16:00:00 2025-01-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-24 16:00:00 2025-01-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-27 16:00:00 2025-01-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-28 16:00:00 2025-01-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-29 16:00:00 2025-01-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-30 16:00:00 2025-01-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-01-31 16:00:00 2025-01-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-01-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-03 16:00:00 2025-02-03 10:00:00 >> Monthly rebalancing to target allocations
2025-02-03 16:00:00 2025-02-03 10:00:00 >> Skipping MSFT: No data available.
2025-02-03 16:00:00 2025-02-03 10:00:00 >> Skipping XOM: No data available.
2025-02-03 16:00:00 2025-02-03 10:00:00 >> Skipping GOLD: No data available.
2025-02-03 16:00:00 2025-02-03 10:00:00 >> Skipping NEE: No data available.
2025-02-03 16:00:00 2025-02-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-04 16:00:00 2025-02-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-05 16:00:00 2025-02-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-06 16:00:00 2025-02-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-07 16:00:00 2025-02-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-10 16:00:00 2025-02-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-11 16:00:00 2025-02-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-12 16:00:00 2025-02-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-13 16:00:00 2025-02-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-14 16:00:00 2025-02-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-18 16:00:00 2025-02-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-19 16:00:00 2025-02-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-20 16:00:00 2025-02-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-21 16:00:00 2025-02-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-24 16:00:00 2025-02-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-25 16:00:00 2025-02-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-26 16:00:00 2025-02-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-27 16:00:00 2025-02-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-02-28 16:00:00 2025-02-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-02-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-03 16:00:00 2025-03-03 10:00:00 >> Monthly rebalancing to target allocations
2025-03-03 16:00:00 2025-03-03 10:00:00 >> Skipping MSFT: No data available.
2025-03-03 16:00:00 2025-03-03 10:00:00 >> Skipping XOM: No data available.
2025-03-03 16:00:00 2025-03-03 10:00:00 >> Skipping GOLD: No data available.
2025-03-03 16:00:00 2025-03-03 10:00:00 >> Skipping NEE: No data available.
2025-03-03 16:00:00 2025-03-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-04 16:00:00 2025-03-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-05 16:00:00 2025-03-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-06 16:00:00 2025-03-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-07 16:00:00 2025-03-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-10 16:00:00 2025-03-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-11 16:00:00 2025-03-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-12 16:00:00 2025-03-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-13 16:00:00 2025-03-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-14 16:00:00 2025-03-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-17 16:00:00 2025-03-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-18 16:00:00 2025-03-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-19 16:00:00 2025-03-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-20 16:00:00 2025-03-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-21 16:00:00 2025-03-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-24 16:00:00 2025-03-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2025-03-25 16:00:00 2025-03-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2025-03-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
